Date,Time,Location,Operator,Flight #,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities_Passangers,Fatalities Crew,Ground,Summary,Year
2010-10-06,,"Rasht Valley, Tajikistan",	Military - Tajik National Guard,,,Mi-8,,,28,NULL,NULL,28,0,NULL,0,The military helicopter crashed after hitting power lines.,2010
2010-10-12,19:50,"Near Kabul, Afghanistan",National Air Cargo,,Bagram AB - Kabul,Lockheed L-100 Hercules,5X-TUC,4362,8,0,8,8,0,8,0,The cargo plane crashed into a mountainside about 18 miles east of Kabul Airport.,2010
2010-10-21,,"Near Bugulumisa, Congo",Tracep,,Bukavu - Shabund,Let 410UVP,9Q-CUA,X0101,2,0,2,2,0,2,0,The cargo plane experienced an engine failure 5 minutes after taking off causing the aircraft to crash.,2010
2010-11-04,17:45,"Near Guasimal, Cuba",Aerocaribbean,883,Santiago de Cuba- Havana,ATR-72-212,CU-T1549,459,68,61,7,68,61,7,0,"While the plane was en route, the pilot radioed an emergency message. Contact was lost and the plane crashed into mountainous terrain. All 61 passenger and 7 crew were killed.Icing  in combination with crew errors in handling the situation.",2010
2010-11-05,07:10,"Near Karachi, Pakistan",JS Air,,Karachi - Oil compound in Sindh province,Beechcraft 1900C-1,AP-BJD,UC-157,21,17,4,21,17,4,0,"The plane, carrying Italian oil company personne,l suffered an engine failure on climb-out and was attempting to return to the airport when it nose-dived and crashed near a residential area in Gulistan-e-Jauhar.",2010
2010-11-25,12:07,"Strezhevoy, Russia",NARZ,,,Mil Mi-8T,RA-22376,7257,10,NULL,NULL,7,0,NULL,0,"The helicopter, which was delivering workers to a drilling site, crashed and burned while attempting to land, after the tail rotor became entangled in wires.",2010
2010-11-28,01:53,"Karachi, Pakistan",Sun Way,4412,Karachi - Khartoum,Ilyushin Il-76TD,4L-GNI,43452546,8,0,8,8,0,8,4,"The cargo plane, carrying 31 tons of relief supplies for Sudan, crashed into buildings of the Naval Housing Colony while attempting to return to runway 07R shortly after taking off from Karachi. The cause of the occurrence was uncontained failure of the 2nd stage disk of LP compressor of Engine # 4 due to fatigue fracture which resulted in in-flight fire and damage to adjacent areas of right wing / flaps to an extent that flight could not be sustained.",2010
2010-12-04,14:49,"Moscow, Russia",Dagestan Airlines,372,"Moscow -Makhachkala, Dagestan",Tupolev Tu-154M,RA-85744,92A-927,169,160,9,2,2,0,0,"About 80km out from Moscow, the crew reported losing all three engines, electrical power and navigation equipment. They decided to divert back to Moscow. Visual contact with the ground could not be established until breaking through the overcast at 500 feet. The aircraft landed, skidded off the runway and broke into three pieces. Unintentional shutdown of supply tank booster pumps when the flight engineer carried out manual fuel transfer procedures during the climb, leading to instantaneous oscillation of fuel flow to the engines and their speed, a shut down of the outer engines and power supply problems in the aircraft for 2 minutes 23 seconds due to the failure of three generators. Failure to use all the possibilities by the crew to restore engine power;",2010
2010-12-15,15:30,"Palunge Hill, Nepal",Tara Air,,Lamidanda - Kathmandu,de Havilland Canada DHC-6 Twin Otter,9N-AFX,806,22,19,3,22,19,3,0,The plane crashed into Palunge Hill after its right wing clipped the mountaintop while en route.,2010
2011-01-01,15:25,"Surgut, Russia",Kogalmavia,348,Surgut - Moscow,Tupolev Tu-154B-2,RA-85588,83A588,124,116,8,3,3,0,0,The passenger jet caught fire and exploded as it taxied for take off. Three passenger were killed and 43 injured during the evacuation. Electrical short.,2011
2011-01-09,19:45,"Orumiyeh, Iran",Iran Air,277,Tehran - Orumiyeh,Boeing B-727-286,EP-IRP ,20945/1048,105,93,12,77,65,12,0,The accident happened after the plane was unable to land because of poor weather conditions and was attempting a go-around. The aircraft crashed 5 miles from the Orumiyeh airport in a snowy field..,2011
2011-02-08,16:40,"Off Plettenberg Bay, South Africa",Majuba Aviation,,Queenstown - Plettenberg Bay,Pilatus PC-12/47,ZS-GAA,858,9,7,2,9,7,2,0,"When the crew encountered dense fog, limiting visibility, the pilot aborted the landing and was in the process of a go-around when the plane crashed into the sea.",2011
2011-02-10,09:45,"Cork, Ireland",Manx2,7100,Belfast - Cork,Swearingen SA-227BC Metro III,EC-ITP ,BC-789B,12,10,2,6,4,2,0,"The Metroliner made an approach to Runway 17 in low visibility and the crew decided to go-around. A second attempt to land on Runway 35 was also unsuccessful and resulted in another go-around. During a third landing attempt on Runway 17, the aircraft crashed adjacent to Taxiway C and came to rest upside down. A fire soon erupted. Four passenger and both crew members were killed. Improper crew coordination and procedures led to loss of control of the aircraft. A contributing factor was inadequate maintenance causing the two engines to develop unequal thrust.",2011
2011-02-14,08:02,"Near Santa Ana Francisco Morazan, Honduras",Central American Airways,731,San Pedro Sula - Tegucigalpa,Let L-410 UVPE-20,HR-AUQ ,912603,14,12,2,14,12,2,0,"The small airlilner crashed into a hill at an elevation of 2,000 feet while on approach in poor visibility. Windshear.",2011
2011-03-21,15:30,"Pointe-Noire, Congo",Trans Air Cargo,,Brazzaville - Pointe Noire,Antonov 12BP,TN-AGK,402006,9,5,4,9,5,4,14,The cargo plane was approaching Runway 17 at Pointe-Noire Airport when it crashed in the Mvou Mvou residential area and was destroyed.,2011
2011-04-04,13:30,"Kinshasa, Congo",United Nations,834,Kisangani - Kinshasa,Canadair CL-600 CRJ-100ER,4L-GAE ,7070,33,29,4,32,28,4,0,"The plane operated on behalf of the United Nations Organization Stabilization Mission and was leased from Geogian Airways. While attempting to land in rain, thunderstorms and strong winds at Kinshasa, the plane missed the runway and crashed. Twenty eight passengers and crew of 4 were killed. One passenger survived. he inappropriate decision of the crew to continue the approach, in face of extremely inclement weather being displayed on their weather radar. Lack of adequate supervision by the Operator to ensure that its crew complied with established procedures including weather avoidance procedures and stabilized approach criteria.",2011
2011-04-19,13:57,"	Tawang, India",	Pawan Hans Helicopters Ltd.,,,	Mil Mi-172,	VT-PHF,356C06,23,NULL,NULL,18,0,NULL,0,"The helicopter crashed into a hill as it attempted to land at a high altitude helipad Six, including the copilot escaped with minor injuries..",2011
2011-04-21,14:52,"Manaus, Brazil",	AmazonavesAir Taxi,,Manaus - Santarem,Embraer/Piper EMB-810C Seneca,PT-EFS,	810055,7,6,1,7,6,1,0,The airl taxi crashed about one minute after taking off from Manaus Airport.,2011
2011-05-07,14:00,"Off Kaimana, Indonesia",Merpati Nusantara Airlines,,Sorong - Kaimana,Xian MA-60,PK-MZK ,603,27,21,6,27,21,6,0,"The turboprop had been circling Kaimana Airport for about 15 minutes when it crashed into the sea, 400 meters offshore, in poor weather conditions.",2011
2011-05-18,20:53,"Near Prahuaniyeu, Argentina",SOL Lineas Aereas,5428,Neuquen - Comodoro Rivadavia,Saab 340A,LV-CEJ,25,22,19,3,22,19,3,0,"The domestic scheduled passenger flight crashed 12.5 miles north of Prahuaniyeu while en route, after transmitting a distress call. All 19 passengers and crew of three aboard were killed. Inadequate flight planning. Inadequate operational decision making on the part of the pilot. Loss of situational awareness from the flight crew.",2011
2011-06-20,23:40,"Petrozavodsk, Russia",RusAir Airlines,7R-243,Moscow - Petrozavodsk,Tupolev Tu-134,RA-65691,63195/5703,52,43,9,47,39,8,0,"The airliner crashed while on final to Petrozavodsk in heavy fog, landing 1 kilometers short of the runway. The plane soon broke up and caught on fire. Factors in the accident: heavy fog. The crew could not see the runway's ground lights, but did not decide to turn away and make another attempt at landing. The plane hit nearby trees before crashing. Cooperation among the crew during the landing attempt was poor, with the pilot subordinating himself to the navigator and the co-pilot effectively excluded from decisions. The navigator was intoxicated.",2011
2011-07-06,23:00,"Near Bagram Air Base, Afghanistan",Silk Way Airlines,,"Baku, Azerbaijan - Bagram Air Base, Afghanistan",Ilyushin76TD,4K-AZ55,2053420680,9,0,9,9,0,9,0,"While flying at 12,500 feet, the cargo plane crashed into a mountain peak, exploded and burned about 15 miles from Bagram. The aircraft was loaded with fuel for the International Security Assistance Force in Afghanistan.",2011
2011-07-08,15:00,"Kisangani, Congo",Hewa Bora Airways,952,Kinshasa - Kisangani,Boeing B-727-100,9Q-COP,18933,115,108,7,77,72,5,0,"The airliner crashed and broke up after missing the runway while attempting to land at Bangoka International Airport. There was heavy rain, thunderstorms and limited visibility at the time of the accident.",2011
2011-07-11,11:55,"Near Strezhevoy, Russia",Angara Airlines,5007,Tomsk - Surgut,Antonov An-24RV,RA-47302,57310302,37,33,4,7,7,0,0,"After reporting an engine fire in the left engine, the pilot attempted to make an emergency landing at Strezhevoy but ditched into the Orb River. Both pilots were not certified to fly. The captain's license was revoled and the first officer had not finished his requalification exam.",2011
2011-07-13,11:53,"Recife, Brazil",NOAR Linhas Aéreas,SP-5007,Recife - Natal,Let L-401UVP-20,PR-NOB,2722,16,14,2,16,14,2,0,"The regional airliner had taken off from Runway 18 after which the pilot reported that he wanted to return for an emergency landing. He then stated he was attempting a forced landing on the beach of Boa Viagem but instead the plane crashed into a vacant lot and burst into flames near the beach, 1.2 miles from the runway threshold.",2011
2011-07-26,09:00,"Near Guelmim, Morocco",Military - Royal Moroccan Air Force,,Dakhla - Guelmim - Kinitra,Lockheed C-130 Hercule,CNA-OQ,4892,80,71,9,80,71,9,0,"The military transport plane crashed in the mountain, 6 miles northeast of Guelmim in bad weather while attempting to land.",2011
2011-07-28,04:12,"Off Jeju, South Korean",Asiana Airlines,991,Seoul - Shanghai,Boeing B-747-48EF,HL-7604,29907/1370,2,0,2,2,0,2,0,"The cargo plane crashed into the sea about 70 miles west of Jeju after the crew reported a fire in a cargo hold. The plane was carrying 58 tons of electronic and machine parts, including lithium batteries.",2011
2011-08-06,,"Tangi Valley, Afghanistan",Military - U.S. Army,,,Boeing CH-47 Chinook,,,38,NULL,NULL,38,0,NULL,0,"Thirty-eight people, including 31 U.S. special forces troops and 7 Afghan soldiers were killed when their helicopter was shot down with a rocket-propelled grenade during overnight operations against Taliban insurgents.",2011
2011-08-09,14:34,"Near Omsukchan, Russia",Avis Amur, LN-9209,Magdan - Keperveem,Antonov 12,RA-11125,3341006,11,2,9,11,2,9,0,"After leaving Magdan the crew of the cargo plane reported a fuel leak and an engine fire. While trying to return to Magdan, the plane crashed 6 miels from Omsukchan, 190 miles from its original take-off point. The plane carried 18 tons of cargo.",2011
2011-08-20,12:50,"Resolute Bay, Nunavut, Canada",First Air,6560,Yellowknife - Resolute Bay,Boeing B-737-210C(A) Combi,C-GNWN,21067/414,15,11,4,12,8,4,0,"While on instrument approach and initiating a go-around, the plane hit a hill side 2km east of the runway and broke up into 3 pieces.The crew had initiated the go-around 2 seconds before impact. The late initiation and subsequent management of the descent resulted in the aircraft turning onto final approach 600 feet above the glideslope, increasing the crew’s workload and reducing their capacity to assess and resolve the navigational issues during the remainder of the approach.",2011
2011-08-26,19:00,"Mosby, Missouri",LifeNet,,Bethany - Mosby,Eurocopter AS350B2,N352LN,3728,4,3,1,4,3,1,0,"The helicopter was headed for Mosby to refuel when it crashed in a field 1.7 nm north-northeast of Midwest National Air Center. The pilot, nurse, paramedic and patient were all killed.",2011
2011-09-02,17:48,"Juan Fernandez Island, Chile",Chilean Air Force,,Santiago - Juan Fernandez Island,CASA C-212 Aviocar 300DF,966,443,21,17,4,21,17,4,0,"The aircraft attempted to land at the airport on two occasions, but strong winds prevented it from landing.The aircraft subsequently crashed into the sea 1 kilometre (1,100 yd) off the island on its third approach. One of those killed was Felipe Camiroaga, the most important TV entertainer in Chile.",2011
2011-09-06,18:50,"Near Trinidad, Bolivia",Aerocon,A4-238,"Santa Cruz - Trinidad, Bolivia",Swearingen SA-227BC Metroliner III,CP-2548,BC-768B,9,7,2,8,6,2,0,"The plane crashed into the jungle while on approach to Runway 14 at Trinidad Airport. After the crew reported they were turning into the final approach, radio contact was lost. The plane was found 2 days later, 10 km from the airport. One passenger survived.",2011
2011-09-07,15:50,"Yaroslavl, Russia",YAK Service,9633,Yaroslavl - Minsk,Yakovlev 42D,RA-42434,4520424305017,45,37,8,44,37,7,0,"The plane failed to climb after takeoff and crashed into an antenna outside the airport perimeter and came to rest in the Volga River, 1km from the runway. The plane carried the entire Lokomotiv Yaroslavl ice hockey team. Pilot error. Both pilots had experience on the Yak-40 but were assigned to switch between types , contrary to proper practice. They apparently had never learned the correct position for their feet on takeoff. In the Yak-42, and like virtually all other existing Russian and Western planes, a pilot steers the aircraft by pressing the lower part of pedals and activates the brakes by pressing their upper part.But instead of putting his heels on the cockpit floor as required,  One pilot left his feet resting on the pedals, as correct for the Yak-40. This applied the brakes, causing a downward pitch force that  prevented the plane from rotating to take off. They made the fatal mistake of failing to abort the takeoff, but kept applying more upward   pitch with the result that when the plane finally left the ground and the downward pitch force stopped, it went into a stall within seconds.",2011
2011-09-14,12:00,"Huambo, Angola",Military - FANA Forca Aerea Nacional Angolana,,Huambo - Luanda,Embraer 120ER Brasilia,T-500,120357,36,34,2,30,30,0,0,"The military plane crashed, broke in two and burned while attempting to takeoff from Huambo Airport. Six persons survived including the pilot and copilot.",2011
2011-09-16,16:25,"Reno, Nevada",Private - Aero Trans Corp,,Air race,North American P-51D-15-NA Mustang,N79111,109-35934,1,0,1,1,0,1,10,The pilot of the aircraft participating in an air race lost control and dove into the spectator box seating area disintegrating upon impact. A section of the left elevator trim tab separated in flight. Investigation determined that the looseness of the elevator trim tab attachment screws and a fatigue crack in one of the screws caused a decrease in the structural stiffness of the elevator trim system.,2011
2011-09-22,13:15,"Yellowknife, Northwest Territories, Canada",Arctic Sunwest Charters,,Thor Lake - Great Slave Lake,De Havilland Canada DHC-6-300 Twin Otter,C-GARW ,367,9,7,2,2,0,2,0,"While coming in for a landing at Great Slave Lake the float plane hit powerlines, two cars and part of a building.  The pilot attempted to abort the landing after an aircraft float dug into the water. A cross-wind flipped the plane on end and it clipped power lines in front of a building, spinning it 90 degrees. The plane then crashed, floats first, into a façade. The fuselage then rotated on the ground and, the floats demolished two vehicles and came to rest in a parking lot facing back the way it had come.",2011
2011-09-25,07:31,"Near Kathmandu, Nepal",Buddha Air,,Sightseeing,Beechcraft 1900D,9N-AEK,UE-295,19,16,3,19,16,3,0,The sightseeing flight of Mt. Everest struck terrain while on approach to Kathmandu-Tribhuvan Airport. One passenger survived the accident but died on the way to the hospital.,2011
2011-09-29,07:38,"Near Bohorok, Indonesia",Nusantara Buana Air,,Medan - Kutacane,CASA NC-212 Aviocar 200,PK-TLF,,18,14,4,18,14,4,0,"Contact with the plane was lost 10 minutes after taking off from Medan. Wreckage was located near Bohorok, on the slope of a mountain 6,100 feet high. VFR flight into IMC conditions. Lack of crew coordination.",2011
2011-10-13,17:00,"Near Madang, Papua New Guinea",Airline PNG,1600,Lae - Madang,de Havilland Canada DHC-8-102,P2-MCJ,125,32,28,4,28,26,2,0,"While on approach to Madang, the plane crashed into dense forest near the Gogol River, 20 km south of Madang. The two pilots and two pasengers survived the accident. Overspeeding of both propellers. The plane had to be manually flown because the aircraft's yaw damper was unserviceable. Neither pilot noticed the aircraft's speed increasing to its maximum operating speed. The pilot-in-command pulled the power levels of the plane 'quite quickly'. Moments later both propellers over-sped simultaneously. The over-speeding propellers back-drove the turbines in the engines (instead of the engine turbines driving the propellers) and this caused severe damage to the left engine.After the emergency began, the first officer quickly identified the double propeller over-speed. At about the same time, smoke appeared in the cockpit and various aircraft system malfunction alerts activated. The crew did not respond to any of these alerts by implementing the emergency procedures detailed in company manuals and the quick reference handbook.",2011
2011-10-27,04:12,"Vancouver, BC, Canada",Northern Thunderbird Air Inc.,,Vancouver - Kelowna,Beechcraft 100 King Air,C-GXRX,B-36,9,7,2,1,0,1,0,"After taking off, the pilot reported problems with the aircraft and began returning to the airport. The plane crashed 900 meters short of Runway 26L. The plane took off even though the passengers reported an oil leak under one of the wings to the crew. Shortly after taking off the captain reported he was returning to the airport due to an oil problem.",2011
2011-11-10,12:14,"Near Kilohana, Molokai, Hawaii",Blue Hawaiian Helicopter,,Sightseeing,Eurocopter EC-130 B4,N11QV,4909,5,4,1,5,4,1,0,"The sightseeing helicopter, on a tourist excursion of West Maui and Molokai, slammed into a mountainside and burst into flames while flying in heavy rain and winds. The pilot's failure to maintain clearance from mountainous terrain while operating in marginal weather conditions which resulted in impact of the horizontal stabilizer and lower forward portion of the Fenestron with he ground and or vegetation.",2011
2011-11-11,08:55,"Near Santa Catarina Atoyzingo, Mexico",Fuerza Aerea Mexicana,,"Campo Militar Marte - Ciudad de Cuernavaca, Morelos",Aerospatiale AS 332L1 Super Puma,XC-UHM,2127,8,7,1,8,7,1,0,"The Mexican presidential helicopter crashed into the side of a hill in low clouds, at a height of 2,600 meters. The helicopter carried the Secretary of the Interior, José Francisco Blake Mora and other government officials.",2011
2011-12-07,16:45,"Near Henderson, Nevada",Sundance Helicopters Inc.,,Sightseeing,Aerospatiale AS-350 B2 Ecureuil,N37SH,2300,5,4,1,5,4,1,0,"The touring helicopter on a sightseeing flight of the Las Vegas Strip and Hoover Dam, crashed into a mountainside between Lake Mead and Henderson.say Critical steering hardware was disconnected, and the bolt and other tiny parts that should have secured it weren't found on the scene. Records show the mechanism was overhauled the day before but passed multiple inspections on the day of the crash. Inadequate maintenance of the helicopter, including the improper reuse of a degraded self-locking nut, the improper or lack of installation of a split pin and inadequate post maintenance inspections which resulted in the in-flight separation of the servo control input rod from the fore/aft servo and rendering the helicopter uncontrollable.",2011
2011-12-26,05:54,"Green Grove, Florida",,,"Jacksonville, FL - Gainsville, FL",Bell 206B,N5016M,2636,3,2,1,3,2,1,0,The on-demand air taxi was on a flight to procure an organ for transplantation when it crashed in a wooded area near the Jacksonville Sheriff's Department Aviation Unit. The helicopter was at a height of 30 feet when it struck a 50 ft. tree.,2011
2012-01-30,08:45,"Namoya, Congo",TRACEP Congo Aviation,,Bukavu - Namoya,Antonov AN-28,9Q-CUN,1AJ006-11,5,3,3,3,1,2,0,"The cargo plane was on approach to land when it crashed in a forest 10km from Namoya.  The airworthiness of this aircraft had expired on June 12, 1993.",2012
2012-03-15,07:15,"Near San Juan, Puerto Rico",Jet One Express,,San Juan - Saint Croix,Convair CV-340,N153JR,117,2,0,2,2,0,2,0,"The cargo plane just took off and was carrying 2,500 lbs of bread when the pilot radioed he was having engine trouble and returning to the airport. The plane crashed in the Torrecilla Lagoon, killing both pilots.",2012
2012-03-16,10:45,"Kabul, Afghanistan",Military - Turkish Army (NATO),,,Sikorsky S-70A-28,10981,,12,NULL,NULL,12,0,NULL,4,The helicopter crashed on the outskirts of Kabul in the Bagrami District. It appeared the plane was trying to make an emergency landing when it crashed into houses killing four people on the ground.,2012
2012-04-02,07:44,"Tyumen, Russia",UTAir,120,Tyurmen - Surgut,ATR 72-201,VP-BYZ,332,43,39,4,33,29,4,0,"After taking off, the plane lost height during the initial climb and crash landed in a snowy field, 1.5 miles past the end of the runway. The impact split the plane into three pieces. Icing. The plane was not deiced before taking off.",2012
2012-04-20,18:40,"Islamabad, Pakistan",Bhoja Airlines,213,Karachi - Islamabad,Boeing 737-236,AP-BKC ,23167/1074,127,121,6,127,121,6,0,"While attempting to land, the plane impacted terrain about 5 km short of and slightly left of the extended runway center line of Islamabad's runway 30. The plane completely broke up, burst into flamesand came to rest in Hussain Abad Village. The crew were trained to fly the Boeing 737-200 but not the more advanced 737-236 which features an automated flight deck. The aircraft accident took place as a result of combination of various factors which directly and indirectly contributed towards the causation of accident.The primary causes of accident include, ineffective management of the basic flight parameters such as airspeed, altitude, descent rate attitude, as well as Page 75 of 78 thrust management. The contributory factors include the crew’s decision to continue the flight through significant changing winds associated with the prevailing weather conditions and the lack of experience of the crew to the airplane’s automated flight deck",2012
2012-04-30,16:30,"Sabanagrande, Colombia",Military -Fuerza Aerea Colombiana,,Barranquilla - Caucasia,Bell 212,FAC 4020 ,31272,13,11,2,13,11,2,0,The helicopter caught fire and crashed while en route.,2012
2012-05-09,15:30,"Near Cidahu, Indonesia",Sukhoi,36801,Demonstration flight,Sukhoi Superjet 100-95,RA-97004, 95004,45,39,6,45,39,6,0,"The Russian jet crashed on the slopes of Mount Salak at an elevation of 5,200 ft. The airliner was conducting a demonstration flight to prospective customers. The last radio contact with the flight was at 15:30 when the crew requested a descent from 10,000ft to 6,000ft. Soon after requesting a turn, they flew into the mountain. All 37passengers, 6 crew and 2 Sukhoi officials were killed. Pilot error. The TAWS had sent a 'terrain ahead' warning , followed by six 'avoid terrain' warnings before the crash. The pilot in command switched the TAWS off, assuming there was a database problem. In addition, the flight crew were distracted by a customer in the cockpit and failed to complete a planned turn. Due to inadequate maps, briefing, and low clouds, the crew did not know there were mountains in the area.",2012
2012-05-14,09:15,"Jomsom, Nepal",Agni Air,,Pokhara - Jomsom,Dornier 228-212,9N-AIG,8216,21,18,3,15,13,2,0, 	The plane was attempting to land and went around on final approach to Runway 06. The aircraft joined a left downwind when a wing contacted a hilltop about 900 feet north of the airport.The flight attendant and 5 passengers survived the accident.,2012
2012-06-02,15:30,"Accra, Ghana",Allied Air,111,"Lagos, Nigerai - Accra, Ghana",Boeing B-727-200,5N-BJN, 22540/1796,4,0,4,0,0,4,12,"While on approach to Runway 21 at Kotika International Airport, the cargo plane overran the runway, broke through the perimeter fence, went across a main road and collided with a bus.",2012
2012-06-03,16:45,"Lagos, Nigeria",Dana Air,992,Abuja - Lagos,McDonnell Douglas MD-83,5N-RAM,53019/1783,153,146,7,153,146,7,10,"The plane was about 11 miles from Lagos VOR when the crew declared an emergency reporting engine problems. The plane collided with a power line and crashed into the Iju/Ishaga area of Lagos, 1 mile adjacent to the runway. Double engine failure. Likely  the crew's failure to properly monitor fuel flow and turn on proper fuel pumps.",2012
2012-06-06,,"Hualla Hualla, Mount Mamarosa, Peru", HeliCusco,,Mazuco - Cusco,Sikorsly S-58ET,OB-1840-P,581672,14,12,2,14,12,2,0,"The helicopter was flying back to Cusco after conducting aerial surveillance on a possible site for a hydroelectric project near Puno, in southern Peru when it hit the side of a cliff.",2012
2012-06-11,,"Near Serov, Russia",Illegal flight,,,Antonov An-2R,RA-40312,1G221-48,13,12,1,13,12,1,0,"The plane disappeared after being taken on an illegal flight. A group of people were having a party at the airfield near the city of Serov, Russia. They  managed to illegally steal an An-2 plane parked at the airfield. The plane went missing and was found on April 4, 2013, 8 km from Serov. Among those killed were the Chief of Serov city police, three police inspectors, the guard of the airport, a private company guard, a pensionist, a young unemployed man and a local mobile shop owner. The pilot was intoxicated at the time of the accident.",2012
2012-06-21,14:45,"Jakarta, Indonesia",Military - Indonesian Air Force,,Training flight,Fokker F-27 Friendship 400M,A-2708,10546,7,0,7,7,0,7,4,The plane was attempting to land on runway 18 during a training exercise when it crashed about 1 mile from the runway into houses in the Rajawali housing complex.,2012
2012-08-18,16:25,"Off Masbate Island, Philippines",Aviatour's Fly'n Inc.,,Cebu-Naga,PA-34-200 Seneca I,RP-C4431,34-7350051,4,2,2,3,2,1,0,"While en route, the crew of the chartered flight radioed they were making an emergency landing at Masbate Airport due to engine problems. The airplane then crashed into the sea and broke apart off the shores of Masbate Island some 980 ft away from the island's airport. An investigation found that improper maintenance led to the right engine suffering an internal failure, which likely would have caused misfiring and intermittent operation of the fuel pump. The failure was gradual and the aircraft developed engine problems 23 minutes after take off. However, instead of turning back to Cebu, the pilot decided to continue the flight, until the engine failed completely, 37 minutes later and the aircraft crashed during the subsequent attempt to land at Masbate. The investigation determined that the pilot didn't use the correct procedure for trying to land a Piper Seneca with one engine inoperative, in that he lowered the undercarriage and flaps too soon; and that during his last flight proficiency test he had not been tested with respect to flying with one engine inoperative.",2012
2012-08-19,08:00,"Talodi, Sudan",Alfa Airlines,,Khartoum - Talodi,Antonov An-26-100,ST-ARL,2606,32,26,6,32,26,6,0,"After an aborted landing, the plane flew into a slope of the Nuba mountains while on approach and attempting to land at Talodi air strip. There was a dust storm in the area at the time. All 26 passengers and crew of 6 were killed including 2 Sudanese ministers.",2012
2012-09-12,12:28,"Near Palana, Russia",Petropavlovsk-Kamchatsky Air Enteprise,261,Petropavlovsk-Kamchatsky - Palana,Antonov An-28,RA-28715,25-1AJ006,14,12,2,10,8,2,0,"Crashed in a cedar forest, 6 miles from Palana Airport while on approach. There were heavy storm clouds and poor weather at the time of the accident. Both pilots were found to be intoxicated.",2012
2012-09-28,06:15,"Kathmandu, Nepal",Sita Air,,,Dornier 228-202,9N-AHA,8123,19,16,3,19,16,3,0,The plane crash landed on the bank of the Manohara River minutes after taking off from Trinbhuvan Airport. Some witnesses reported seeing the front of the plane on fire before it crashed. Overloading and the lack of performance in the climb phase due to loss of engine power led to a stall.,2012
2012-10-07,12:00,"Near Omdurman, Sudan",Military - Sudanese Air Force,,,Antonov An-12BP,ST-ASA,402010,22,16,6,15,0,NULL,0,"The transport, carrying military personnel and equipment, crashed 25 miles southwest of Omdurman after experiencing engine trouble. The captain reported that both engines stopped working prior to the crash.",2012
2012-10-07,16:16,Antigua,Fly Montserrat,107,Antigua - Montserrat,Britten-Norman BN-2A-26 Islander,VP-MO,082,4,3,1,3,2,1,0,"The small airliner took off from Runway 7 at V.C. Bird International Airport, lost height immediately after becoming airborne and crashed to the ground, nose first. There was heavy rains and lightning at the time of the accident.",2012
2012-11-21,,"San'a, Yemen",Military - Yemen Air Force,,Training,Antonov An-26,420,,10,0,10,10,0,10,0,"The military transport crashed into the abandoned Al-Hasaba marketplace about 6 miles from Sanaa International Airport, shortly after taking off from runway 18. The crew was trying to make an emergency landing after an engine failed.",2012
2012-11-30,17:50,"Near Brazzaville, Congo",Aero Service,,Pointe Noire - Brazzaville,Ilysushin Il-76T,EK-76300,083410300,7,0,7,7,0,7,25,The cargo plane crashed into a dozen houses in the Mselou district in Bazzaville while attempting to land at the local airport. The plane caught on fire and came to rest in a ravine. There was heavy rain and thunderstorms in the area at the time of the accident.,2012
2012-12-05,09:45,"Near Ladysmith, South Africa",Military - South African Air Force,,Pretoria - Mthatha Airport,Douglas C47-TP,6840,13866/25311,11,5,6,11,5,6,0,"The military transport went missing while en route. The wreckage was found in the Drakensberg mountains near Ladysmith in KwaZulu-Natal province, some 210 miles southeast of Waterkloof Air Force Base. There was severe weather at the time of the accident.",2012
2012-12-09,03:30,"Near Iturbide, Mexico",Starwood Management LLC,,"Monterey, Mexico - Toluca, Mexico",Learjet 25,N345MC,25-046,7,5,2,7,5,2,0,"The charter jet crashed about 60 miles from Monterey Mexico, about ten minutes after taking off. The plane plunged almost vertically from more than 28,000 feet and hit the ground in a nose-dive at a speed that may have exceeded 600 mph. Mexican-American singerJenni Rivera 43, her publicist and make-up artist were among the dead. She had just finished giving a concert in Monterey and was en route to Toluca to tape a Mexican TV show. A sudden and abrupt lack of control during ascent that provoked a sheer vertical drop of the plane that could have been triggered by a problem with the plane’s horizontal stabilizer. The plane was over 43 years old. The pilot, 78 was authorized to only fly as copilot. The copilot was not authroized to fly out of the United States. The copilot was not authorized to fly IFR which the plane was doing at the time of the accident.",2012
2012-12-25,18:55,"Near Shymkent, Kazakhstan",Military - Kazakhstan Border Guards,,Astana - Shymkent,Antonov AN-72-100D,UN-72859,36576092859,27,20,7,27,20,7,0,"The military transport crashed 12 miles from the Shymket Airport while making a descent to land, in heavy winds and snow.The fatalities included a crew of seven and 20 border guards, including the acting head of the ex-Soviet nation's border protection service, Col. Turganbek Stambekov",2012
2012-12-25,08:50,"Heho, Myanmar",Air Bagan,W9-011,Mandalay - Heho,Fokker 100,XY-AGC,11327,71,65,6,1,0,1,1,"The passenger plane crash in a field two miles from Heho Airport and caught fire, after attempting to land in foggy weather. A tour guide and an 11-year-old child on board the plane, and a man riding a motorcycle on the ground were killed. Eleven others were injured.",2012
